displayName,printYear,author,printLocation,category,source,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,displayNameEnglish,authorEnglish,categoryEnglish,printLocationEnglish,underwentBerelUnflagging,fileName,notHumanReviewed
https://files.dicta.org.il/library-1-0/darkheteshuvah2/darkheteshuvah2__ocr_data_html_files.zip,דרכי תשובה - ב,1892,צבי הירש שפירא,וילנה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/darkheteshuvah2/darkheteshuvah2__text_files.zip,https://files.dicta.org.il/library-1-0/darkheteshuvah2/darkheteshuvah2__nikud_meteg_files.zip,darkheteshuvah2,Darkhe teshuvah part 2,"Shapira, Tsevi Hirsh",Halakha and Minhaggim,Vilna (Vilnius),,darkheteshuvah2,
https://files.dicta.org.il/library-1-0/darkheteshuvah3/darkheteshuvah3__ocr_data_html_files.zip,דרכי תשובה - ג,1892,ר' צבי הירש שפירא,וילנה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/darkheteshuvah3/darkheteshuvah3__text_files.zip,https://files.dicta.org.il/library-1-0/darkheteshuvah3/darkheteshuvah3__nikud_meteg_files.zip,darkheteshuvah3,Darkhe teshuvah part 3,Tsevi Hirsh Shapira,Halakha and Minhaggim,Vilna (Vilnius),,darkheteshuvah3,
https://files.dicta.org.il/library-1-0/darkheteshuvah4/darkheteshuvah4__ocr_data_html_files.zip,דרכי תשובה - ד,1892,ר' צבי הירש שפירא,וילנה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/darkheteshuvah4/darkheteshuvah4__text_files.zip,https://files.dicta.org.il/library-1-0/darkheteshuvah4/darkheteshuvah4__nikud_meteg_files.zip,darkheteshuvah4,Darkhe teshuvah part 4,Tsevi Hirsh Shapira,Halakha and Minhaggim,Vilna (Vilnius),,darkheteshuvah4,
https://files.dicta.org.il/library-1-0/derechyama/derechyama__ocr_data_html_files.zip,דרך ימה,1936,ר' יעקב מאיר פרידלנדר,ורנוב,שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/derechyama/derechyama__text_files.zip,https://files.dicta.org.il/library-1-0/derechyama/derechyama__nikud_meteg_files.zip,derechyama,Derech Yama,Rabbi Yaakov Meir Friedlander,Miscellaneous,Vranov,,derechyama,
https://files.dicta.org.il/library-1-0/derekhhukekha/derekhhukekha__ocr_data_html_files.zip,דרך חוקיך,1887,ר' מנחם מנדל הרטמן,דרוהוביטש,שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/derekhhukekha/derekhhukekha__text_files.zip,https://files.dicta.org.il/library-1-0/derekhhukekha/derekhhukekha__nikud_meteg_files.zip,derekhhukekha,Derekh hukekha,Menahem Mendel ben Yoel,Miscellaneous,Drohovich,,derekhhukekha,
https://files.dicta.org.il/library-1-0/divreigaonim/divreigaonim__ocr_data_html_files.zip,דברי גאונים,1901,ר' חיים אריה כהנא,סיגט,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/divreigaonim/divreigaonim__text_files.zip,https://files.dicta.org.il/library-1-0/divreigaonim/divreigaonim__nikud_meteg_files.zip,divreigaonim,Divrei Gaonim,Rabbi Chaim Aryeh Kahane,Halakha and Minhaggim,Sziget (Sighetu Marmației),,divreigaonim,
https://files.dicta.org.il/library-1-0/divreimahari2/divreimahari2__ocr_data_html_files.zip,"דברי מהרי""א חלק ב",1931,רבי יהודה אסאד,מיהלוביץ,שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/divreimahari2/divreimahari2__text_files.zip,https://files.dicta.org.il/library-1-0/divreimahari2/divreimahari2__nikud_meteg_files.zip,divreimahari2,Divrei Mahari part 2,Yehudah Assad,Miscellaneous,Michalovce,,divreimahari2,
https://files.dicta.org.il/library-1-0/divreishauldrashot/divreishauldrashot__ocr_data_html_files.zip,דברי שאול דרשות,1876,ר' יוסף שאול נתנזון,למברג (לבוב),דרשות ודרושים,ספריית דיקטה,https://files.dicta.org.il/library-1-0/divreishauldrashot/divreishauldrashot__text_files.zip,https://files.dicta.org.il/library-1-0/divreishauldrashot/divreishauldrashot__nikud_meteg_files.zip,divreishauldrashot,Divre Shaul Drashot,Rabbi yosef Shaul Natanson,Derashot (Homilies),Lemberg (Lvov),,divreishauldrashot,
https://files.dicta.org.il/library-1-0/divreishauledutbeyhosef1/divreishauledutbeyhosef1__ocr_data_html_files.zip,דברי שאול - עדות ביוסף - א,1878,יוסף שאול נתנזון,למברג (לבוב),שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/divreishauledutbeyhosef1/divreishauledutbeyhosef1__text_files.zip,https://files.dicta.org.il/library-1-0/divreishauledutbeyhosef1/divreishauledutbeyhosef1__nikud_meteg_files.zip,divreishauledutbeyhosef1,Divre Shaul Edut Beyhosef part1,"Nathanson, Joseph Saul",Miscellaneous,Lemberg (Lvov),,divreishauledutbeyhosef1,
https://files.dicta.org.il/library-1-0/divreishaulhelekbesheva/divreishaulhelekbesheva__ocr_data_html_files.zip,דברי שאול חלק לשבעה,1879,יוסף שאול נתנזון,למברג (לבוב),הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/divreishaulhelekbesheva/divreishaulhelekbesheva__text_files.zip,https://files.dicta.org.il/library-1-0/divreishaulhelekbesheva/divreishaulhelekbesheva__nikud_meteg_files.zip,divreishaulhelekbesheva,Divre Shaul Helek Lesheva,"Nathanson, Joseph Saul",Halakha and Minhaggim,Lemberg (Lvov),,divreishaulhelekbesheva,
https://files.dicta.org.il/library-1-0/divreiyechezkel/divreiyechezkel__ocr_data_html_files.zip,דברי יחזקאל,1935,יחזקאל ברנשטיין,קידן (קדאינאי),הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/divreiyechezkel/divreiyechezkel__text_files.zip,https://files.dicta.org.il/library-1-0/divreiyechezkel/divreiyechezkel__nikud_meteg_files.zip,divreiyechezkel,Divrei Yechezkel,Yechezkel ben Tzvi Hirsch haLevi,Halakha and Minhaggim,Kiedany (Kedainai),,divreiyechezkel,
https://files.dicta.org.il/library-1-0/dvarhamelukha/dvarhamelukha__ocr_data_html_files.zip,דבר המלוכה,1935,"בראך, שאול בן אלעזר",ורנוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/dvarhamelukha/dvarhamelukha__text_files.zip,https://files.dicta.org.il/library-1-0/dvarhamelukha/dvarhamelukha__nikud_meteg_files.zip,dvarhamelukha,Dvar ha-Melukha,"Brach, Shaul ben Elazar",Halakha and Minhaggim,Vranov,,dvarhamelukha,
https://files.dicta.org.il/library-1-0/dvarshmuel/dvarshmuel__ocr_data_html_files.zip,דבר שמואל,1940,שמואל בן אהרן עמאר ,קזבלנקה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/dvarshmuel/dvarshmuel__text_files.zip,https://files.dicta.org.il/library-1-0/dvarshmuel/dvarshmuel__nikud_meteg_files.zip,dvarshmuel,Dvar Shmuel,"Amar, Shmuel ben Aharon",Responsa,Casablanca,,dvarshmuel,
https://files.dicta.org.il/library-1-0/einhamayim/einhamayim__ocr_data_html_files.zip,עין המים,1883,יעקב מאיר פדואה,ורשה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/einhamayim/einhamayim__text_files.zip,https://files.dicta.org.il/library-1-0/einhamayim/einhamayim__nikud_meteg_files.zip,einhamayim,Ein haMayim,"Pado, Yaakov Meir",Responsa,Warsaw,,einhamayim,
https://files.dicta.org.il/library-1-0/eirechshaishas/eirechshaishas__ocr_data_html_files.zip,"ערך ש""י ש""ס",1910,"טאבאק, שלמה יהודה בן פסח צבי",סיגט,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/eirechshaishas/eirechshaishas__text_files.zip,https://files.dicta.org.il/library-1-0/eirechshaishas/eirechshaishas__nikud_meteg_files.zip,eirechshaishas,Erech Shi Shas,"Tabak, Shlomo Yehudah ben Pesach Zvi",Talmud and Commentaries,Sziget (Sighetu Marmației),,eirechshaishas,
https://files.dicta.org.il/library-1-0/eshkolethagefen/eshkolethagefen__ocr_data_html_files.zip,אשכולות הגפן,1910,ר' מנחם מנדל לנדמן,פרמישלה,חסידות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/eshkolethagefen/eshkolethagefen__text_files.zip,https://files.dicta.org.il/library-1-0/eshkolethagefen/eshkolethagefen__nikud_meteg_files.zip,eshkolethagefen,Eshkolet haGefen,Menachem Mendel Landman,Chassidut,Przemyśl,,eshkolethagefen,
https://files.dicta.org.il/library-1-0/etsofer1/etsofer1__ocr_data_html_files.zip,עט סופר חלק א,1899,אליעזר בן מרדכי אפרים פישל סופר זוסמאן ,פקש,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/etsofer1/etsofer1__text_files.zip,https://files.dicta.org.il/library-1-0/etsofer1/etsofer1__nikud_meteg_files.zip,etsofer1,Et Sofer part 1,Eliezer Zussman-Sofer,Halakha and Minhaggim,Paks,,etsofer1,
https://files.dicta.org.il/library-1-0/etsofer3/etsofer3__ocr_data_html_files.zip,עט סופר חלק ג,1899,אליעזר בן מרדכי אפרים פישל סופר זוסמאן ,פקש,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/etsofer3/etsofer3__text_files.zip,https://files.dicta.org.il/library-1-0/etsofer3/etsofer3__nikud_meteg_files.zip,etsofer3,Et Sofer part 3,Eliezer Zussman-Sofer,Halakha and Minhaggim,Paks,,etsofer3,
https://files.dicta.org.il/library-1-0/etsofer4/etsofer4__ocr_data_html_files.zip,עט סופר חלק ד,1899,אליעזר בן מרדכי אפרים פישל סופר זוסמאן ,פקש,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/etsofer4/etsofer4__text_files.zip,https://files.dicta.org.il/library-1-0/etsofer4/etsofer4__nikud_meteg_files.zip,etsofer4,Et Sofer part 4,Eliezer Zussman-Sofer,Halakha and Minhaggim,Paks,,etsofer4,
https://files.dicta.org.il/library-1-0/gahaleesh/gahaleesh__ocr_data_html_files.zip,גחלי אש,1908,ירוחם י-הודה ליב וולפיש,ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/gahaleesh/gahaleesh__text_files.zip,https://files.dicta.org.il/library-1-0/gahaleesh/gahaleesh__nikud_meteg_files.zip,gahaleesh,Gahale esh,Yerucham Yehuda Leib Wolfish,Halakha and Minhaggim,Warsaw,,gahaleesh,
https://files.dicta.org.il/library-1-0/gaonyaakoveruvin/gaonyaakoveruvin__ocr_data_html_files.zip,גאון יעקב עירובין,1863,ר' יעקב כהנא,למברג (לבוב),תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/gaonyaakoveruvin/gaonyaakoveruvin__text_files.zip,https://files.dicta.org.il/library-1-0/gaonyaakoveruvin/gaonyaakoveruvin__nikud_meteg_files.zip,gaonyaakoveruvin,Gaon Yaakov Eruvin,Yaakov ben Avraham Kahane,Talmud and Commentaries,Lemberg (Lvov),,gaonyaakoveruvin,
https://files.dicta.org.il/library-1-0/geliamesecht1/geliamesecht1__ocr_data_html_files.zip,גליא מסכת חלק א,1845,דוד בן משה מנובהרדוק,וילנה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/geliamesecht1/geliamesecht1__text_files.zip,https://files.dicta.org.il/library-1-0/geliamesecht1/geliamesecht1__nikud_meteg_files.zip,geliamesecht1,Gelia Mesecht part 1,Dovid ben Moshe,Responsa,Vilna (Vilnius),,geliamesecht1,
https://files.dicta.org.il/library-1-0/geliamesecht2/geliamesecht2__ocr_data_html_files.zip,גליא מסכת חלק ב,1845,דוד בן משה מנובהרדוק,וילנה,דרשות ודרושים,ספריית דיקטה,https://files.dicta.org.il/library-1-0/geliamesecht2/geliamesecht2__text_files.zip,https://files.dicta.org.il/library-1-0/geliamesecht2/geliamesecht2__nikud_meteg_files.zip,geliamesecht2,Gelia Mesecht part 2,Dovid ben Moshe,Derashot (Homilies),Vilna (Vilnius),,geliamesecht2,
https://files.dicta.org.il/library-1-0/gelyonihashaszeraim/gelyonihashaszeraim__ocr_data_html_files.zip,"גליוני הש""ס זרעים",1904,ר' יוסף ענגיל,וינה,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/gelyonihashaszeraim/gelyonihashaszeraim__text_files.zip,https://files.dicta.org.il/library-1-0/gelyonihashaszeraim/gelyonihashaszeraim__nikud_meteg_files.zip,gelyonihashaszeraim,Gelyoni haShas Zeraim,Rabbi Yosef Engil,Talmud and Commentaries,Vienna,,gelyonihashaszeraim,
https://files.dicta.org.il/library-1-0/ginzeyosef/ginzeyosef__ocr_data_html_files.zip,גנזי יוסף,1932,יוסף בלוך,ורשה,חסידות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/ginzeyosef/ginzeyosef__text_files.zip,https://files.dicta.org.il/library-1-0/ginzeyosef/ginzeyosef__nikud_meteg_files.zip,ginzeyosef,Ginzei Yosef,Yosef Alter Epstein,Chassidut,Warsaw,,ginzeyosef,
https://files.dicta.org.il/library-1-0/gishmeibrachah/gishmeibrachah__ocr_data_html_files.zip,גשמי ברכה,1930,"אפשטיין, ברוך בן יחיאל מיכל הלוי",קרקוב (קארקא),"תנ""ך ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/gishmeibrachah/gishmeibrachah__text_files.zip,https://files.dicta.org.il/library-1-0/gishmeibrachah/gishmeibrachah__nikud_meteg_files.zip,gishmeibrachah,Gishmei Brachah,Yechiel Michel ha-Levi Epstein,Tanakh and Commentaries,Krakow,,gishmeibrachah,
https://files.dicta.org.il/library-1-0/gulotiliyot/gulotiliyot__ocr_data_html_files.zip,גלות עליות,1887,דב בער בן שמעון ליפשיץ ,ורשה,"ספרות חז""ל",ספריית דיקטה,https://files.dicta.org.il/library-1-0/gulotiliyot/gulotiliyot__text_files.zip,https://files.dicta.org.il/library-1-0/gulotiliyot/gulotiliyot__nikud_meteg_files.zip,gulotiliyot,Gulot iliyot,"Lifshits, Dov Ber ben Shimon",Rabbinic Literature,Warsaw,,gulotiliyot,
https://files.dicta.org.il/library-1-0/haotzermesepureitzadikim/haotzermesepureitzadikim__ocr_data_html_files.zip,האוצר מספורי צדיקים,1937,ר' אברהם יצחק סובלמן,ורשה,כללי,ספריית דיקטה,https://files.dicta.org.il/library-1-0/haotzermesepureitzadikim/haotzermesepureitzadikim__text_files.zip,https://files.dicta.org.il/library-1-0/haotzermesepureitzadikim/haotzermesepureitzadikim__nikud_meteg_files.zip,haotzermesepureitzadikim,HaOtzer meSepurei Tzadikim,Rabbi Abraham itzchak Sobelman,General Topics,Warsaw,,haotzermesepureitzadikim,
https://files.dicta.org.il/library-1-0/harshefer/harshefer__ocr_data_html_files.zip,הר שפר,1923,שמואל פירר,ברדיצ'ב,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/harshefer/harshefer__text_files.zip,https://files.dicta.org.il/library-1-0/harshefer/harshefer__nikud_meteg_files.zip,harshefer,Har Shefer,Rabbi Shmuel Firer,Talmud and Commentaries,Berdychiv,,harshefer,
https://files.dicta.org.il/library-1-0/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__ocr_data_html_files.zip,"השגות הרז""ה על בעלי הנפש",1912,זרחיה הלוי מגירונה,וילנה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__text_files.zip,https://files.dicta.org.il/library-1-0/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__nikud_meteg_files.zip,hassagotrezahbaaleihanefesh,Hassagot Rezah Ba’alei Ha-Nefesh,Zerachiah ben Isaac ha-Levi Gerondi,Halakha and Minhaggim,Vilna (Vilnius),,hassagotrezahbaaleihanefesh,
https://files.dicta.org.il/library-1-0/hayimvahesed1/hayimvahesed1__ocr_data_html_files.zip,חיים וחסד חלק א,1844,חיים יצחק בן אברהם מוספיה ,ליוורנו ,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/hayimvahesed1/hayimvahesed1__text_files.zip,https://files.dicta.org.il/library-1-0/hayimvahesed1/hayimvahesed1__nikud_meteg_files.zip,hayimvahesed1,Hayim va-hesed part 1,"Musafiya, Hayim Yitshak,",Responsa,Livorno (Leghorn),,hayimvahesed1,
https://files.dicta.org.il/library-1-0/helkeiavonim/helkeiavonim__ocr_data_html_files.zip,חלקי אבנים,1898,דוד בן אריה ליב לידא,פודגורזה,"תנ""ך ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/helkeiavonim/helkeiavonim__text_files.zip,https://files.dicta.org.il/library-1-0/helkeiavonim/helkeiavonim__nikud_meteg_files.zip,helkeiavonim,Helkei Avonim,Rabbi David ben Aryeh Leib of Lida,Tanakh and Commentaries,Podgorze,,helkeiavonim,
https://files.dicta.org.il/library-1-0/hevelyosefhadreideah/hevelyosefhadreideah__ocr_data_html_files.zip,חבל יוסף (חדרי דעה),1882,יוסף זונדל בן חיים הוטנר ,ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/hevelyosefhadreideah/hevelyosefhadreideah__text_files.zip,https://files.dicta.org.il/library-1-0/hevelyosefhadreideah/hevelyosefhadreideah__nikud_meteg_files.zip,hevelyosefhadreideah,Hevel Yosef Hadrei Deah,Yosef Zundel ben Hayim Hutner,Halakha and Minhaggim,Warsaw,,hevelyosefhadreideah,
https://files.dicta.org.il/library-1-0/hevelyosefhukehaazara/hevelyosefhukehaazara__ocr_data_html_files.zip,חבל יוסף (חוקי העזרה),1880,יוסף זונדל בן חיים הוטנר ,ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/hevelyosefhukehaazara/hevelyosefhukehaazara__text_files.zip,https://files.dicta.org.il/library-1-0/hevelyosefhukehaazara/hevelyosefhukehaazara__nikud_meteg_files.zip,hevelyosefhukehaazara,Hevel Yosef Huke haAzara,Yosef Zundel ben Hayim Hutner,Halakha and Minhaggim,Warsaw,,hevelyosefhukehaazara,
https://files.dicta.org.il/library-1-0/hevelyosefolamhamisphat2/hevelyosefolamhamisphat2__ocr_data_html_files.zip,חבל יוסף (אולם המשפט) חלק ב,1880,יוסף זונדל בן חיים הוטנר ,ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/hevelyosefolamhamisphat2/hevelyosefolamhamisphat2__text_files.zip,https://files.dicta.org.il/library-1-0/hevelyosefolamhamisphat2/hevelyosefolamhamisphat2__nikud_meteg_files.zip,hevelyosefolamhamisphat2,Hevel Yosef Olam haMisphat part 2,Yosef Zundel ben Hayim Hutner,Halakha and Minhaggim,Warsaw,,hevelyosefolamhamisphat2,
https://files.dicta.org.il/library-1-0/hidusheiansheishem/hidusheiansheishem__ocr_data_html_files.zip,חידושי אנשי שם,1860,שלמה בן י-הודה אהרן קלוגר ,ליפציג,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/hidusheiansheishem/hidusheiansheishem__text_files.zip,https://files.dicta.org.il/library-1-0/hidusheiansheishem/hidusheiansheishem__nikud_meteg_files.zip,hidusheiansheishem,Hidushei Inshi Shem,Solomon ben Judah Aaron Kluger,Halakha and Minhaggim,Leipzig,,hidusheiansheishem,
https://files.dicta.org.il/library-1-0/hidusheimaharah1/hidusheimaharah1__ocr_data_html_files.zip,"חידושי מהרא""ך חלק א",1902,"אלעזר בן זאב וולף, הכהן",ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/hidusheimaharah1/hidusheimaharah1__text_files.zip,https://files.dicta.org.il/library-1-0/hidusheimaharah1/hidusheimaharah1__nikud_meteg_files.zip,hidusheimaharah1,Hidushei Maharah part 1,Elazer ben Zev Wolf haCohen,Halakha and Minhaggim,Warsaw,,hidusheimaharah1,
https://files.dicta.org.il/library-1-0/hidusheimaharah2/hidusheimaharah2__ocr_data_html_files.zip,"חידושי מהרא""ך חלק ב",1913,"אלעזר בן זאב וולף, הכהן",ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/hidusheimaharah2/hidusheimaharah2__text_files.zip,https://files.dicta.org.il/library-1-0/hidusheimaharah2/hidusheimaharah2__nikud_meteg_files.zip,hidusheimaharah2,Hidushei Maharah part 2,Elazer ben Zev Wolf haCohen,Halakha and Minhaggim,Warsaw,,hidusheimaharah2,
https://files.dicta.org.il/library-1-0/hidusheimaharuv/hidusheimaharuv__ocr_data_html_files.zip,"חידושי מהרי""ו וידקר",1936,יהושע וידרקר ,בילגוריי,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/hidusheimaharuv/hidusheimaharuv__text_files.zip,https://files.dicta.org.il/library-1-0/hidusheimaharuv/hidusheimaharuv__nikud_meteg_files.zip,hidusheimaharuv,Hidushei Maharuv,"Waiderker, Yehoshua",Halakha and Minhaggim,Bilgoraj,,hidusheimaharuv,
https://files.dicta.org.il/library-1-0/hintsedek/hintsedek__ocr_data_html_files.zip,הין צדק,1913,ר' מנחם מנדל שפירא,מונקאטש (מונקאץ'),דרשות ודרושים,ספריית דיקטה,https://files.dicta.org.il/library-1-0/hintsedek/hintsedek__text_files.zip,https://files.dicta.org.il/library-1-0/hintsedek/hintsedek__nikud_meteg_files.zip,hintsedek,Hin tsedek,"Shapira, Menahem Mendel ben Mosheh Yeshayah",Derashot (Homilies),Munkatch (Mukacheve),,hintsedek,
https://files.dicta.org.il/library-1-0/hitoorotteshuva3/hitoorotteshuva3__ocr_data_html_files.zip,התעוררות תשובה חלק ג,1928,"סופר, שמעון בן אברהם שמואל בנימין",בודפשט,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/hitoorotteshuva3/hitoorotteshuva3__text_files.zip,https://files.dicta.org.il/library-1-0/hitoorotteshuva3/hitoorotteshuva3__nikud_meteg_files.zip,hitoorotteshuva3,Hitoorot Teshuva part 3,Shimon Sofer,Responsa,Budapest,,hitoorotteshuva3,
https://files.dicta.org.il/library-1-0/hitoorotteshuva4/hitoorotteshuva4__ocr_data_html_files.zip,התעוררות תשובה חלק ד,1928,"סופר, שמעון בן אברהם שמואל בנימין",בודפשט,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/hitoorotteshuva4/hitoorotteshuva4__text_files.zip,https://files.dicta.org.il/library-1-0/hitoorotteshuva4/hitoorotteshuva4__nikud_meteg_files.zip,hitoorotteshuva4,Hitoorot Teshuva part 4,Shimon Sofer,Responsa,Budapest,,hitoorotteshuva4,
https://files.dicta.org.il/library-1-0/igleital/igleital__ocr_data_html_files.zip,אגלי טל,1905,רבי אברהם בורנשטיין,פיוטריקוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/igleital/igleital__text_files.zip,https://files.dicta.org.il/library-1-0/igleital/igleital__nikud_meteg_files.zip,igleital,Iglei Tal,Rabbi Abraham Bornstein,Halakha and Minhaggim,Piotrków,,igleital,
https://files.dicta.org.il/library-1-0/ilmanahrabbati/ilmanahrabbati__ocr_data_html_files.zip,אילימה,1881,ר' משה קורדוברו,למברג (לבוב),קבלה,ספריית דיקטה,https://files.dicta.org.il/library-1-0/ilmanahrabbati/ilmanahrabbati__text_files.zip,https://files.dicta.org.il/library-1-0/ilmanahrabbati/ilmanahrabbati__nikud_meteg_files.zip,ilmanahrabbati,Ilmanah Rabbati,Moshe Kordovero,Kabbala,Lemberg (Lvov),,ilmanahrabbati,
https://files.dicta.org.il/library-1-0/imreiyosher1/imreiyosher1__ocr_data_html_files.zip,אמרי יושר חלק א,1913,רבי מאיר אריק,מונקאטש (מונקאץ'),"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/imreiyosher1/imreiyosher1__text_files.zip,https://files.dicta.org.il/library-1-0/imreiyosher1/imreiyosher1__nikud_meteg_files.zip,imreiyosher1,Imrei Yosher part 1,Meir Arik,Responsa,Munkatch (Mukacheve),,imreiyosher1,
https://files.dicta.org.il/library-1-0/imreiyosher2/imreiyosher2__ocr_data_html_files.zip,אמרי יושר חלק ב,1925,רבי מאיר אריק,קרקוב (קארקא),"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/imreiyosher2/imreiyosher2__text_files.zip,https://files.dicta.org.il/library-1-0/imreiyosher2/imreiyosher2__nikud_meteg_files.zip,imreiyosher2,Imrei Yosher part 2,Meir Arik,Responsa,Krakow,,imreiyosher2,
https://files.dicta.org.il/library-1-0/kappeiaharonbneiyosef/kappeiaharonbneiyosef__ocr_data_html_files.zip,בני יוסף (קריו),1890,"קריו, יוסף יהושע בן דוד אברהם",ירושלים,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/kappeiaharonbneiyosef/kappeiaharonbneiyosef__text_files.zip,https://files.dicta.org.il/library-1-0/kappeiaharonbneiyosef/kappeiaharonbneiyosef__nikud_meteg_files.zip,kappeiaharonbneiyosef,bnei yosef (Kario),Yosef Yehoshua Kario,Responsa,Jerusalem,,kappeiaharonbneiyosef,
https://files.dicta.org.il/library-1-0/karneireim/karneireim__ocr_data_html_files.zip,"קרני רא""ם",1910,רפאל אנקווה,ירושלים,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/karneireim/karneireim__text_files.zip,https://files.dicta.org.il/library-1-0/karneireim/karneireim__nikud_meteg_files.zip,karneireim,Karne reem,Raphael Ben Mordechai Ankawa,Responsa,Jerusalem,,karneireim,
https://files.dicta.org.il/library-1-0/kedushatyomtov/kedushatyomtov__ocr_data_html_files.zip,קדושת יום טוב (ליפמן),1866,יום טוב ליפמן הלפרין,וילנה,"רמב""ם ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/kedushatyomtov/kedushatyomtov__text_files.zip,https://files.dicta.org.il/library-1-0/kedushatyomtov/kedushatyomtov__nikud_meteg_files.zip,kedushatyomtov,Kedushat Yom Tov (Lipman),"Halperin, Yom Tov Lipman",Rambam ,Vilna (Vilnius),,kedushatyomtov,
https://files.dicta.org.il/library-1-0/kehilatyaakovbruchin1/kehilatyaakovbruchin1__ocr_data_html_files.zip,קהלת יעקב (ברוכין),1847,יעקב בן אהרן ברוכין ,וילנה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/kehilatyaakovbruchin1/kehilatyaakovbruchin1__text_files.zip,https://files.dicta.org.il/library-1-0/kehilatyaakovbruchin1/kehilatyaakovbruchin1__nikud_meteg_files.zip,kehilatyaakovbruchin1,Kehilat Yaakov Bruchin,"Bruchin, Yaakov",Responsa,Vilna (Vilnius),,kehilatyaakovbruchin1,
https://files.dicta.org.il/library-1-0/kesefnivchar1/kesefnivchar1__ocr_data_html_files.zip,כסף נבחר חלק א,1895,הרב ברוך בנדיט גויטיין,לבוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/kesefnivchar1/kesefnivchar1__text_files.zip,https://files.dicta.org.il/library-1-0/kesefnivchar1/kesefnivchar1__nikud_meteg_files.zip,kesefnivchar1,Kesef Nivchar part 1,Rabbi Baruch Bendit Goitein,Halakha and Minhaggim,Lʹviv,,kesefnivchar1,
